player_name,Pos,salary,FG_per_game,x3P_game,x2P_game,FT_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,player_poss,exp_points
Bobby Portis,PF,2494346,43.99661685445942,11.827047541521349,32.16956931293807,12.14243547596192,17.18864242701103,46.362026362763686,63.55066878977472,11.353965639860496,5.519288852709963,3.153879344405693,11.669353574301065,635.68,121.74890572078341
Bogdan Bogdanovic,SG,9000000,35.7840432825876,13.282719667220881,22.50132361536672,13.282719667220881,3.964990945439069,20.122329048103275,24.087319993542344,26.466314560805785,7.136983701790324,1.4868716045396508,11.597598515409278,1011.28,102.67235071435451
Bojan Bogdanovic,SF,10500000,40.683248612278234,12.781710291980135,27.9015383202981,19.172565437970203,2.5719295099716124,23.381177363378296,25.95310687334991,12.547898518346353,5.377670793577008,0.07793725787792766,10.443592555642306,1286.2,113.45080841848757
Bradley Beal,SG,25434262,39.45432349731041,10.793132998609785,28.661190498700623,18.694326055008336,4.596118836728569,16.628654667714596,21.224773504443164,23.135519537689873,6.248655946563559,2.995223511575921,11.567759768844937,1941.12,109.3409173004381
Brandon Ingram,SF,5757120,38.43408976433844,3.291317079266551,35.14277268507188,20.703446143773466,4.3530322661267284,23.994763223040017,28.347795489166746,16.350413877646737,2.9728025232084976,3.291317079266551,13.696125910496294,944.16,100.03777464484226
Brook Lopez,C,3382000,39.82700989828951,20.97929817177504,18.847711726514472,12.565141151009648,3.7022290891367713,40.72451998050449,44.426749069641254,10.994498507133443,5.721626774120465,20.081788089560064,9.199478342703493,893.52,118.73119799193327
Bryn Forbes,SG,3125000,40.7831304273714,19.88318824159935,20.899942185772044,7.795113571990655,2.033507888345388,24.96695796246282,27.000465850808208,19.77021558113572,5.0837697208634705,0.4518906418545307,9.037812837090614,887.32,120.36309049295782
Buddy Hield,SG,3833760,42.05703160739562,18.767022129784884,23.290009477610738,11.543743828033149,7.155771027903589,20.657225797533002,27.812996825436592,13.83899113887015,3.9154218831925296,2.227740036988853,9.856061981829471,1484.92,122.15654193688678
Caris LeVert,SF,1702800,36.332610526852925,8.424953165647056,27.90765736120587,14.919187897499993,6.1431950166176446,20.36030348364705,26.503498500264694,27.38109778835293,7.371834019941173,2.4572780066470576,12.110870175617642,571.12,99.98884203595384
Cedi Osman,SF,2775000,36.35501731718709,13.128200697873117,23.226816619313976,14.23904844923161,4.544377164648386,31.50768167489548,36.05205883954387,19.692301046809675,6.059169552864516,1.1108477513584945,11.51242215044258,992.64,103.76942281657367
Chris Paul,PG,35654150,32.71663438263773,13.758319756937057,18.95831462570067,18.95831462570067,3.8999961515727093,24.808308853059735,28.708305004632443,51.2416161026081,12.349987813313579,1.9499980757863546,16.46665041775144,925.32,97.39190807861647
CJ McCollum,SG,25759766,41.73498448257299,12.206203867932906,29.528780614640084,11.621475538930133,4.531644549771498,16.080029047576282,20.61167359734778,15.129845512946776,4.0200072618940705,2.046549151509709,7.747650359286755,1371.48,115.62384250614144
Clint Capela,C,15793104,73.91440344898874,0,73.91440344898874,25.885634963147954,46.469392885651146,85.76565801042996,132.2350508960811,14.970005761820502,6.8612526408343975,15.905631121934285,14.658130641782575,642.84,188.01312549299058
Collin Sexton,PG,4073760,35.974322819709926,8.248447814153144,27.725875005556784,14.83334312797288,3.9509371882918414,12.40732906498666,16.3582662532785,16.843469065875745,3.049846250611246,0.41588812508335177,12.823217190070013,1446.2,97.91105186772675
Cory Joseph,PG,7945000,37.26624497411743,9.069218909630347,28.19702606448708,4.946846677980189,6.430900681374246,39.57477342384151,46.00567410521576,52.93125945438803,15.500119591004593,3.6276875638521386,13.191591141280504,607.92,105.2431453222041
D'Angelo Russell,PG,7019698,36.5538245979566,12.979658506709931,23.57416609124667,8.874980175528158,2.9398371831437022,14.532780037427358,17.47261722057106,31.228836492639704,5.546862609705099,1.1093725219410198,14.0335624025539,1807.2,104.50591903842582
Damian Lillard,PG,27977689,35.877804215672384,12.48610807505779,23.391696140614595,24.656112148215385,3.582512021535569,15.96325209595996,19.54576411749553,29.028884174501446,4.636192027869559,1.7912560107677844,11.169008067140302,1902.72,102.29202426263012
Damyean Dotson,SG,1378242,37.35984335828826,16.232207803945933,21.127635554342326,9.404374362603596,4.380119566144141,29.372566502378355,33.75268606852249,17.3916512185135,7.471968671657652,1.2882704606306297,9.14672027047747,778.12,108.70923389627839
Danilo Gallinari,SF,21587579,37.01504689500156,14.570715281406482,22.44433161359508,33.21399073463465,4.8870722061860254,32.85198538602828,37.7390575922143,16.109238012983564,4.43456552042806,2.08153075448664,8.959632378007713,1107.64,106.43137412393376
Danny Green,SG,10000000,44.209720659279654,29.875510889206044,14.334209770073608,5.582797489397089,9.053185117941226,38.77780958851491,47.83099470645614,19.011688747676573,11.014708560161825,7.996980187514749,11.316481397426532,664.36,137.95665637946428
